event_id,broadcast_type,broadcast_date,tv_station_network,tv_rating
83845,Taped,2012-08-18,lokale TV Sender (USA),
146388,Taped,2016-01-30,lokale TV Sender (USA),
320656,Taped,1995-01-14,,
217474,Taped,2018-11-30,beIN SPORTS (USA),
181967,,,Samurai! TV,
84147,Taped,2012-08-25,lokale TV Sender (USA),
90292,Taped,2013-01-19,Syfy,2.0
16934,Taped,1990-06-10,lokale TV Sender (USA),
324523,Taped,2021-10-21,Hulu,
208071,Taped,1984-12-29,,
79043,Taped,1997-01-12,lokale TV Sender (USA),
353705,Taped,,,
54323,Taped,2006-12-03,Televisa Deportes,
44017,Live,2009-10-15,G+,
306428,Live,2021-03-29,NJPWWorld.com,
248032,Live,2019-11-24,niconico.jp,
312384,Live,2021-07-09,FOX,
291428,Taped,,,
258015,Taped,2020-04-02,niconico.jp,
320684,Live,2021-08-15,Wrestle Universe,
292273,Taped,,,
89572,Taped,1999-02-14,Samurai! TV,
344195,Taped,2022-06-06,YouTube.com,
47314,Taped,1997-01-02,lokale TV Sender (USA),
74108,Taped,2011-12-31,lokale TV Sender (USA),
353902,Taped,2022-10-18,YouTube.com,
116896,Taped,2014-09-06,52MX,
57890,Taped,1991-11-17,,
91364,Taped,1994-04-30,TBS,
222915,Live,2019-02-12,USA Network,
106917,,,,
94899,Live,2013-04-24,niconico.jp,
394322,Taped,1981-10-10,lokale TV Sender (USA),
53233,Taped,2005-05-01,Televisa Deportes,
17976,Taped,1995-01-29,lokale TV Sender (USA),
13737,Taped,1990-03-24,lokale TV Sender (USA),
45020,Taped,2009-11-07,Samurai! TV,
133814,Taped,1972-08-05,,
162517,Taped,2016-09-25,Challenge TV,
47251,Live,2010-01-18,USA Network,3.55
174740,Taped,1981-11-29,,
17159,Taped,2008-01-24,Spike TV,1.2
347070,Live,2022-07-14,Wrestle Universe,
77364,Taped,1984-06-02,,
2332,Live,2002-09-23,TNN,3.6
325581,Live,2021-11-17,NJPWWorld.com,
331174,Live,2021-12-26,Dragon Gate Network,
7604,Taped,,Gaora TV,
256975,Live,2020-03-08,DDTuniverse.com,
278740,Live,2020-07-15,TNT,
75056,Taped,2012-02-17,Gaora TV,
132603,Taped,1971-10-23,,
73757,Taped,2013-11-02,Televisa Deportes,
5698,Taped,2006-03-10,UPN,
227053,Live,2019-03-23,NJPWWorld.com,
367399,Taped,1978-02-11,lokale TV Sender (USA),
314931,Taped,1990-05-06,TBS,
5059,,,,
169604,Live,2017-02-21,USA Network,
126351,Taped,2015-08-29,lokale TV Sender (USA),
361544,Taped,1977-07-09,lokale TV Sender (USA),
47432,Taped,1997-02-20,lokale TV Sender (USA),
267517,Live,1953-01-14,,
125616,Taped,2015-03-01,nicovideo.jp,
265347,Taped,1990-04-14,,
44189,Taped,2009-10-23,MyNetworkTV,2.0
27095,Taped,1984-02-11,Nippon TV,
15731,Taped,1995-11-18,lokale TV Sender (USA),
123560,Taped,1968-12-07,,
214844,Taped,2018-11-09,AXS TV,
177613,Taped,1983-04-24,,
125853,Taped,1966-09-05,,
68764,,,,
301026,Live,2021-03-11,NJPWWorld.com,
82513,Taped,1995-02-26,TBS,
345031,Taped,2022-08-19,TNT,
348782,Taped,2022-08-04,YouTube.com,
348786,Taped,2022-08-02,FITE TV,
7406,,,,
321559,Taped,2021-09-12,Samurai! TV,
95126,Taped,2013-05-03,WWE.com,
205945,Live,2018-08-19,FITE TV,
96602,Taped,1964-03-21,,
67041,Taped,,TV Asahi,
74793,Taped,2012-02-03,Syfy,2.2
47438,Taped,1997-04-03,lokale TV Sender (USA),
185588,Taped,2017-10-27,Gaora TV,
43965,Taped,1994-07-03,Televisa Deportes,
46312,Live,2009-12-21,USA Network,3.18
293881,Live,1960-12-17,,
305704,Live,2021-03-12,Wrestle Universe,
124244,Taped,2015-01-30,WWE Network,
294113,Taped,,,
130380,Taped,2015-05-25,YouTube.com,
179136,Live,2017-07-02,DDTuniverse.com,
88032,Taped,2003-09-13,Televisa Deportes,
350979,Live,2022-09-04,Dragon Gate Network,
96027,Taped,2013-05-23,Spike TV,1.1
13748,Taped,1990-05-12,lokale TV Sender (USA),
97861,Taped,2013-06-22,lokale TV Sender (USA),
264817,Taped,2020-04-29,USA Network,
11566,Taped,1988-07-02,lokale TV Sender (USA),
299189,Taped,2021-01-29,WWE Network,
128370,Taped,2015-04-25,52MX,
72949,Taped,2011-12-10,lokale TV Sender (USA),
38914,Taped,1998-11-14,TV Asahi,
393538,Taped,2024-04-25,AXS TV,
340596,Live,2022-04-23,YouTube.com,
190290,Taped,2017-12-16,lokale TV Sender (USA),
355664,Live,2022-11-23,Samurai! TV,
350619,Live,1958-04-17,,
340251,Live,2022-09-03,WWE Network,
12741,,,,
144169,Taped,2016-01-02,WWE Network,
232357,Live,2019-07-19,Samurai! TV,
134803,Taped,2015-07-25,lokale TV Sender (USA),
137511,Taped,2015-09-18,niconico.jp,
357796,Live,2023-02-11,TV Asahi,
180450,Taped,1985-01-06,,
391579,Taped,1990-06-16,,
3174,Taped,2000-08-31,UPN,5.0
339214,Taped,,lokale TV Sender (Canada),
103131,Taped,2013-11-14,Samurai! TV,
19793,Taped,1986-03-01,lokale TV Sender (USA),
211113,Taped,2018-10-09,DDTuniverse.com,
337400,Live,2022-02-28,Wrestle Universe,
359413,Taped,2023-01-07,NJPWWorld.com,
361387,Live,2023-02-20,USA Network,
14203,Taped,1991-04-13,lokale TV Sender (USA),
34313,Taped,,lokale TV Sender (Canada),
52599,Taped,2004-06-27,Televisa Deportes,
343677,Taped,2022-06-24,WWE Network,
13207,Live,2007-08-19,Nippon TV / G+,
63723,Taped,2011-05-24,WWE.com,
61332,Taped,2011-03-18,KDOC-TV,
136934,Taped,2015-08-29,CadenaTres,
91693,Live,2013-02-11,USA Network,3.2
11174,Taped,2002-09-21,TNN,
244832,Live,2019-10-21,NJPWWorld.com,
311152,Taped,2021-05-06,AXS TV,
174960,Taped,2017-05-21,Samurai! TV,
69301,Taped,1994-02-26,Televisa Deportes,
344690,Taped,2022-06-09,YouTube.com,
34002,,,,
318696,Live,2021-08-10,NJPWWorld.com,
119375,Taped,2014-10-26,Samurai! TV,
313040,Live,2021-09-05,FITE TV,
99555,Taped,2013-08-17,lokale TV Sender (USA),
8447,Live,1999-03-14,USA Network,
287549,Taped,2020-09-01,AXS TV,
167765,Taped,2017-03-18,lokale TV Sender (USA),
136970,Taped,2015-09-12,lokale TV Sender (USA),
133537,Taped,2014-12-03,Challenge TV,
106171,Taped,2014-01-17,Syfy,
133629,Taped,2015-04-30,Challenge TV,
42183,,,lokale TV Sender (USA),
365001,Taped,2023-04-12,Wrestle Universe,
54061,Taped,2006-07-30,Televisa Deportes,
36890,Taped,1995-04-08,lokale TV Sender (USA),
148452,Taped,2016-05-20,PPV Sender,
248101,Taped,2019-11-23,lokale TV Sender (USA),
26177,Live,1977-09-26,MSG Network,
184616,Taped,2017-10-04,WWE Network,
229065,Taped,2019-04-17,WWE Network,
335699,Live,2022-03-28,USA Network,
60514,Taped,1994-05-24,lokale TV Sender (USA),
350512,Live,2022-08-28,FITE TV,
248104,Live,2019-11-26,AJPW.tv,
82237,Taped,2012-07-13,Syfy,1.8
26724,Live,,Sci Fi Channel,2.8
386124,Live,2024-04-27,TrillerTV,
16493,Taped,2004-12-11,Samurai! TV,
78203,Taped,1996-03-23,Televisa Deportes,
41369,Taped,,Nippon TV,
336817,Taped,2022-02-17,YouTube.com,
158653,Taped,1978-02-04,,
58490,Taped,1983-11-26,,
77353,Taped,1991-01-20,,
315813,Live,2021-07-10,NJPWWorld.com,
72286,Taped,2011-11-19,52MX,
10216,Taped,2002-12-08,MTV,
82043,Taped,2012-06-09,52MX,
365265,Live,2023-04-15,Wrestle Universe,
336151,Live,2022-02-09,AJPW.tv,
60520,Taped,1994-08-30,lokale TV Sender (USA),
337281,Taped,2022-03-01,Wrestle Universe,
156178,Taped,1977-07-02,,
94951,Live,2013-04-25,Spike TV,1.0
13349,Taped,2003-09-13,Spike TV,
6368,Taped,2006-05-06,WWE.com,
12512,Live,1995-10-29,TBS,
145489,Taped,2016-01-20,Hulu,
230782,Taped,2019-04-27,beIN SPORTS (USA),
162820,Taped,2016-10-15,Televisa Deportes,
208041,Taped,1984-07-28,,
36892,Taped,1995-04-22,lokale TV Sender (USA),
213050,Taped,2018-11-03,Samurai! TV,
81214,Taped,2012-07-01,Televisa Deportes,
4841,Live,1985-05-20,MSG Network,
360268,Taped,2023-01-25,Wrestle Universe,
217044,Live,2018-12-03,USA Network,
281444,Taped,2020-07-21,Wrestle Universe,
116899,Taped,2014-08-30,Fox Sports,
336562,Taped,2022-05-13,TNT,
360037,Live,2023-03-31,FITE TV,
326108,Live,2021-11-28,YouTube.com,
90750,Taped,2013-02-07,Spike TV,1.0
141518,Taped,1987-07-11,,
77955,Taped,1995-10-07,Televisa Deportes,
22708,Live,2008-06-23,USA Network,3.4
271804,Taped,2020-07-22,USA Network,
112936,Taped,2014-07-17,Spike TV,1.0
35140,Taped,1998-02-28,lokale TV Sender (USA),
374065,Live,2023-10-08,FITE TV,
23546,Live,2008-07-13,,
188793,,,,
108993,Taped,2014-03-09,Samurai! TV,
198971,Live,2018-05-19,Samurai! TV,
78931,Taped,1998-05-04,Televisa Deportes,
128124,Taped,1969-04-05,,
77367,,,,
339467,Taped,2022-04-15,Wrestle Universe,
342232,Live,2022-05-03,Wrestle Universe,
89008,Taped,2012-12-13,Gaora TV,
197032,Live,2018-04-10,AbemaTV,
138354,Live,2015-10-08,niconico.jp,
218997,Taped,2019-01-03,niconico.jp,
193741,Live,2018-02-19,NJPWWorld.com,
206762,Taped,1984-05-12,,
276229,Taped,2020-06-21,Dragon Gate Network,
36901,Taped,1995-07-08,lokale TV Sender (USA),
11833,Taped,2006-06-23,lokale TV Sender (USA),
142857,Taped,1988-08-13,lokale TV Sender (USA),
7312,,,,
293984,Taped,2020-10-25,YouTube.com,
88202,Live,2012-11-18,WWE.com,
16225,Taped,2002-01-26,lokale TV Sender (USA),
13584,Taped,2004-06-05,Spike TV,
176105,Live,2017-05-29,TV Asahi,
219683,Taped,1986-12-30,USA Network,
184789,Taped,2017-05-19,AXS TV,
84216,Taped,2001-10-20,Televisa Deportes,
102691,Taped,2013-11-29,Gaora TV,
48660,Taped,1997-06-07,Televisa Deportes,
162451,Taped,,KPLR,
158958,Taped,2016-08-03,WWE Network,
360621,Live,2023-01-29,Wrestle Universe,
353928,Taped,,,
4895,Taped,1994-09-18,lokale TV Sender (USA),
86617,Taped,1981-06-12,TV Asahi,
93503,Taped,2013-03-23,The CW,
313364,Taped,2021-06-01,YouTube.com,
11567,Taped,1988-07-09,lokale TV Sender (USA),
41358,Taped,,Nippon TV,
73759,Taped,2011-12-31,Televisa Deportes,
237382,Live,2019-10-23,TNT,
13580,Taped,2004-05-15,Spike TV,
41186,Live,2009-07-12,G+,
259147,Taped,2020-03-26,Hulu,
58134,Taped,2010-11-27,G+,
35024,Taped,1992-11-15,Televisa Deportes,
241549,Live,2019-09-20,Marca,
45963,Taped,1994-12-11,Televisa Deportes,
41355,Taped,,Nippon TV,
135999,Taped,1973-09-22,,
208116,Taped,1985-03-09,,
133361,Live,2015-08-07,NJPWWorld.com,
134501,Taped,2015-07-23,Syfy,
231383,Live,2019-05-27,Dragon Gate Network,
39697,Live,2009-05-25,USA Network,3.2
122517,Live,2015-01-18,niconico.jp,
47966,Taped,1999-04-09,lokale TV Sender (USA),
93065,Taped,2013-02-25,,
98567,Taped,2013-07-26,WWE.com,
172944,Taped,1981-04-26,,
208137,Taped,1985-04-06,,
324381,Live,2021-10-14,niconico.jp,
13673,Taped,2007-09-11,Sci Fi Channel,
89844,Taped,2013-01-05,lokale TV Sender (USA),
380037,Live,2024-02-19,Samurai! TV,
1236,,,,
9685,Taped,2003-08-16,Sports-i ESPN,
80902,Live,2012-06-07,Spike TV,1.0
82044,Taped,2012-06-16,52MX,
226367,Live,2019-03-16,Dragon Gate Network,
7556,Taped,1993-03-20,lokale TV Sender (USA),
287308,Taped,2020-09-01,YouTube.com,
2179,Live,2000-12-18,TNN,4.8
5217,Live,2006-01-23,USA Network,4.5
42838,Taped,1992-10-25,Televisa Deportes,
81515,Live,1988-03-12,PRISM Network,
58724,Taped,2010-12-25,Samurai! TV,
18515,Live,1986-08-25,MSG Network,
12336,Taped,1988-08-20,lokale TV Sender (USA),
81336,Taped,2000-03-11,Televisa Deportes,
158150,Live,2016-07-18,USA Network,
68123,Taped,1993-01-30,Televisa Deportes,
107722,Taped,2014-02-22,Televisa Deportes,
320744,Taped,2021-10-12,FITE TV,
359526,Live,2023-01-08,Pia.jp,
87905,Taped,2003-08-30,Televisa Deportes,
106453,Taped,2014-01-22,ion Television,
176056,Taped,1982-11-07,,
98199,Taped,2013-03-20,TVC Deportes,
34999,Taped,1992-10-18,Televisa Deportes,
3923,Taped,,MSG Network,
366034,Taped,2023-07-17,Impact Plus,
15775,Taped,1996-09-01,lokale TV Sender (USA),
20654,Taped,,Samurai! TV,
341910,Live,2022-07-01,FITE TV,
312133,Live,2021-08-14,Space,
172754,Live,2017-03-24,Claro Sports,
234348,Live,2019-07-21,Dragon Gate Network,
18340,Taped,2008-02-29,The CW,2.6
333342,Taped,2021-12-30,AXS TV,
204917,Live,2018-08-07,Dragon Gate Network,
97715,Taped,1999-09-17,lokale TV Sender (USA),
107066,Taped,2013-11-30,Fox Sports,
4932,Live,2004-08-28,,
352989,Taped,2022-10-27,Hulu,
302269,Live,2021-02-12,FOX,
127497,Taped,2015-03-07,CadenaTres,
156201,Taped,2016-07-07,nicovideo.jp,
104703,Live,2013-12-08,Samurai! TV,
62085,Taped,,TV Asahi,
21114,Taped,1989-08-26,TBS,
42053,Taped,2002-06-10,Sports-i ESPN,
82042,Taped,2012-06-24,Televisa Deportes,
2401,Taped,2003-04-24,UPN,3.1
360305,Taped,1976-08-07,lokale TV Sender (USA),
11430,Live,2007-05-17,Nippon TV / G+,
229495,Taped,2019-04-24,WWE Network,
7995,Live,2004-01-24,NJ / IWTV Internet,
84416,Taped,1996-07-28,lokale TV Sender (USA),
130723,Taped,2008-12-22,TNAwrestling.com,
272724,Taped,2020-06-07,AJPW.tv,
16239,Taped,2002-05-04,lokale TV Sender (USA),
53897,Taped,2006-05-21,Televisa Deportes,
323101,Taped,2021-09-14,YouTube.com,
99260,Taped,,lokale TV Sender (USA),
357211,Live,2022-12-04,AJPW.tv,
78737,Taped,2012-04-27,Syfy,1.7
355665,Live,2022-11-25,NJPWWorld.com,
247684,Taped,2019-11-19,YouTube.com,
106968,Taped,1985-04-27,Nippon TV,
362442,Live,2023-05-27,WWE Network,
38182,Taped,2009-04-10,CoLours TV,
126246,Taped,1966-12-30,,
19084,Taped,,Samurai! TV,
205777,Taped,1993-04-24,USA Network,
201235,Live,2018-06-26,AbemaTV,
361614,Live,2023-03-17,Samurai! TV,
91424,Taped,1994-06-18,TBS,
11601,Taped,,Gaora TV,
95943,Live,2013-05-20,USA Network,3.0
69339,Taped,1994-04-16,Televisa Deportes,
139355,Taped,2000-12-23,lokale TV Sender (USA),
309208,Live,2021-05-04,USA Network,
17977,Taped,1995-02-05,lokale TV Sender (USA),
75347,,,,
194978,Live,2018-03-06,USA Network,
94440,Taped,2013-04-10,,
5775,Taped,,Samurai! TV,
105505,Taped,2013-12-27,WWE.com,
25195,Taped,,MSG Network,
315007,Taped,1990-05-18,TBS,
26293,Live,2008-08-19,Sci Fi Channel,1.5
143666,Taped,1976-12-04,,
323860,Taped,2021-09-18,Wrestle Universe,
338902,Live,2022-03-22,Dragon Gate Network,
16423,Taped,1987-08-30,lokale TV Sender (USA),
212314,Taped,2018-10-25,niconico.jp,
13490,Taped,2000-08-11,TNN,0.9
94804,Taped,2005-03-05,Galavision,
250456,Taped,2020-04-09,Hulu,
71824,Taped,2011-11-17,Spike TV,
1471,Live,2004-05-19,,
131906,Taped,1971-05-08,,
255867,Taped,2020-02-25,AXS TV,
224452,Taped,2019-02-27,WWE Network,
34978,Taped,1992-07-19,Televisa Deportes,
85671,Taped,,TV Asahi,
391070,Taped,1991-06-29,WGN,
285240,Live,2020-08-30,WWE Network,
177144,Taped,1982-12-11,lokale TV Sender (USA),
315672,Taped,2021-06-22,YouTube.com,
47205,Live,2010-04-03,GoFightLive.tv,
69342,Taped,1994-04-23,Televisa Deportes,
88449,Taped,2012-11-10,,
315428,Taped,1990-06-23,,
353633,Taped,2022-10-17,Wrestle Universe,
308789,Live,1956-09-29,,
180367,Live,2017-07-25,NJPWWorld.com,
81250,Taped,,NET TV,
334596,Live,2022-02-14,Syfy,
248157,Live,2019-11-26,YouTube.com,
186796,Taped,2017-10-27,AXS TV,
1808,Taped,1993-08-22,USA Network,
11063,Taped,2007-05-04,The CW,2.6
73409,Taped,2011-12-17,CadenaTres,
34110,Taped,2009-01-22,Spike TV,1.1
365459,Taped,2023-04-17,Impact Plus,
47324,Taped,1996-02-27,lokale TV Sender (USA),
69858,Taped,2011-10-08,Samurai! TV,
10604,,,,
323808,Taped,2021-12-10,TNT,
58456,Taped,2010-12-10,,
332751,Taped,2021-12-28,YouTube.com,
214941,Taped,,NJPWWorld.com,
308552,Live,2021-04-10,Televisa Deportes,
37949,Taped,2009-04-17,MyNetworkTV,2.0
52390,Taped,,Gaora TV,
321274,Taped,1997-10-18,TBS,
48583,Taped,1997-04-21,Televisa Deportes,
227074,Taped,2019-03-26,DDTuniverse.com,
357438,Taped,1998-01-10,lokale TV Sender (USA),
6814,Taped,2000-02-02,TBS,2.31
290535,Live,2020-09-18,Ticketmaster Live,
83525,Taped,2012-08-11,Samurai! TV,
66980,Live,2011-08-01,TV Asahi,
34753,Taped,2009-02-05,Spike TV,1.1
190928,Live,2018-01-09,USA Network,
320616,Live,2021-09-28,USA Network,
152648,Taped,2016-05-04,Hulu,
94649,Taped,,TBS,
53511,Taped,2005-10-09,Televisa Deportes,
135761,Taped,1973-09-01,,
128902,Taped,1969-11-29,,
82943,Taped,2001-03-17,Televisa Deportes,
357409,Live,2023-01-20,FITE TV,
12451,Taped,1992-02-29,TBS,
64360,Taped,2011-06-07,WWE.com,
220541,Taped,2019-02-15,Pursuit Channel,
43352,Taped,2001-06-17,BS Asahi,
59708,Taped,2011-02-06,Televisa Deportes,
345550,Live,2022-08-13,Samurai! TV,
215055,Live,2018-11-12,USA Network,
147128,Taped,2016-01-30,Televisa Deportes,
129486,Taped,2010-03-31,TNAwrestling.com,
91287,Taped,2013-02-06,ion Television,
38417,Taped,1999-06-26,TBS,2.0
385672,Live,2024-03-20,TV Asahi,
47823,Taped,,TV Asahi,
11472,Taped,2003-12-20,lokale TV Sender (USA),
95508,Taped,2005-03-26,Galavision,
357411,Live,2023-01-22,FITE TV,
97751,Live,2013-08-04,TV Asahi,
121170,Taped,1965-03-22,,
58381,Taped,2010-12-09,WGN,
245425,Taped,1992-09-20,TBS,1.3
72903,Live,2011-12-09,J-SPORTS ESPN,
354889,Live,2022-10-30,Abema TV / Wrestle Universe,
17070,Taped,1991-01-06,lokale TV Sender (USA),
137143,Taped,2015-09-16,Hulu,
3905,Taped,,MSG Network,
33997,Live,2009-01-11,G+,
288046,Live,2020-09-08,Wrestle Universe,
215105,Taped,2018-11-14,WWE Network,
16916,Taped,1990-03-11,lokale TV Sender (USA),
79172,Taped,2012-05-04,Syfy,1.9
138648,Taped,1993-01-17,TBS,
135104,Taped,2015-08-18,,
97409,Taped,1999-06-10,lokale TV Sender (USA),
33959,Taped,1993-06-05,lokale TV Sender (USA),
14171,Taped,2007-10-25,Spike TV,1.0
12538,Taped,1993-08-07,lokale TV Sender (USA),
69186,Taped,2011-10-06,Spike TV,1.0
55881,Live,2010-12-18,GoFightLive.tv,
179548,Live,2017-07-10,YouTube.com,
2385,Taped,2003-03-20,UPN,2.7
83853,Taped,2001-06-17,Televisa Deportes,
75828,Taped,2012-02-18,Televisa Deportes,
180257,Live,2017-07-23,NJPWWorld.com,
4001,Live,1995-12-04,TNT,2.6
45644,Live,,Samurai! TV,
116178,Taped,2014-08-23,TVC Deportes,
18567,Live,,MSG Network,
49196,Taped,,Televisa Deportes,
58556,Live,1994-10-09,,
40794,Taped,2009-06-29,Samurai! TV,
118576,Taped,2014-10-16,WWE Network,
348046,Live,2022-08-05,FOX,
361613,Live,2023-03-15,NJPWWorld.com,
126574,Taped,2015-09-05,Challenge TV,
361967,Live,2023-02-19,Dragon Gate Network,
142620,Taped,1976-07-17,,
315472,Live,2021-06-20,YouTube.com,
296642,Live,2020-11-15,Dragon Gate Network,
11456,Taped,2003-10-25,lokale TV Sender (USA),
12552,Taped,1990-11-03,lokale TV Sender (USA),
248908,Live,2019-12-01,Dragon Gate Network,
15634,Taped,1994-12-31,lokale TV Sender (USA),
201493,Taped,,AXS TV,
133314,Taped,2014-10-01,Challenge TV,
224723,Taped,2019-03-05,DDTuniverse.com,
18589,Live,1990-12-28,MSG Network,
130872,Live,2015-05-31,WWE Network,
13626,Taped,1989-06-24,lokale TV Sender (USA),
93061,Taped,2013-03-09,Fox Sports,
149436,Taped,2016-03-24,USA Network,
161056,Taped,2016-09-15,POP TV,
216854,Live,2018-11-02,Dragon Gate Network,
299612,Live,2020-12-27,Dragon Gate Network,
27207,Taped,2006-07-25,Samurai! TV,
120071,Live,2014-11-27,nicovideo.jp,
85078,Taped,2012-09-20,G+,
144843,Taped,1989-07-29,lokale TV Sender (USA),
18257,Taped,1985-11-23,lokale TV Sender (USA),
47918,Taped,1998-05-06,lokale TV Sender (USA),
4785,Taped,,Gaora TV,
107014,Taped,2013-12-07,CadenaTres,
360782,Live,2023-01-31,YouTube.com,
209209,Taped,2018-09-20,DDTuniverse.com,
387095,Live,2024-03-05,USA Network,
54685,Taped,2007-06-17,Televisa Deportes,
108562,Live,2014-03-18,WWE Network,
85698,Taped,2012-10-05,WWE.com,
97175,Live,2013-06-24,USA Network,2.9
13364,Taped,2003-12-06,Spike TV,
297554,Live,2020-12-20,WWE Network,
54138,Live,2010-07-24,PPV Sender,
293171,Taped,,,
335843,Live,2022-04-04,AbemaTV,
4417,Taped,2000-11-13,TNT,2.6
113017,Taped,,niconico.jp,
89229,Taped,2012-12-13,Spike TV,1.0
338797,Taped,2022-03-20,YouTube.com,
225598,Live,2019-03-09,NJPWWorld.com,
328569,Live,2021-12-10,FOX,
97098,Taped,,Nippon TV,
18401,Taped,1983-06-25,lokale TV Sender (USA),
253035,Taped,2019-04-05,AXS TV,
108366,Taped,2014-03-14,Syfy,
42237,Taped,2004-01-03,Gaora TV,
214280,Live,1960-10-20,,
64393,Taped,1992-01-26,Televisa Deportes,
5191,Taped,2006-01-14,WWE.com,
97816,Taped,1999-12-10,lokale TV Sender (USA),
54948,Taped,2010-08-11,,
350343,Live,2022-08-26,YouTube.com,
7368,Taped,2006-08-03,Spike TV,0.9
183336,Live,2017-09-09,Samurai! TV,
336191,Live,2022-04-23,FITE TV,
202092,Live,2018-07-09,YouTube.com,
134358,Live,2015-07-20,Samurai! TV,
137127,Taped,,YouTube.com,
356487,Taped,2022-11-24,Pro Wrestling TV,
1237,,,,
165576,Taped,2016-12-04,Samurai! TV,
193028,Taped,2018-02-08,Fight Network,
17975,Taped,1995-01-22,lokale TV Sender (USA),
315188,Taped,1988-12-24,TBS,
64353,Taped,1991-12-01,Televisa Deportes,
97218,Taped,,Nippon TV,
110119,Live,2014-04-22,WWE Network,
52920,Taped,2005-03-06,Televisa Deportes,
37583,Taped,1986-04-08,USA Network,
21273,Taped,2002-10-08,Samurai! TV,
185382,Live,2017-10-16,YouTube.com,
323074,Taped,2021-09-09,AXS TV,
43197,Live,2009-09-13,Gaora TV,
182086,Taped,2002-09-14,Samurai! TV,
144712,Taped,2016-01-23,Challenge TV,
312390,Live,2021-07-20,USA Network,
119831,Live,2014-11-04,Samurai! TV,
232159,Taped,2019-06-22,Samurai! TV,
39184,Live,2009-05-11,USA Network,3.3
125623,Taped,2015-02-21,lokale TV Sender (USA),
138649,Taped,1993-01-10,TBS,
114588,Taped,1997-03-09,TBS,
375577,Live,2023-12-02,Samurai! TV,
207041,Taped,1982-09-25,,
300995,Live,2021-01-17,NJPWWorld.com,
140319,Taped,2015-11-11,Hulu,
278890,Live,2020-07-25,FITE TV,
109999,Taped,2014-04-26,Samurai! TV,
197402,Taped,2018-04-22,Samurai! TV,
144883,Taped,2016-03-05,Challenge TV,
94663,Taped,,TBS,
15995,Taped,2000-11-04,lokale TV Sender (USA),
121524,Live,2015-04-26,WWE Network,
320607,Taped,2021-09-09,BT Sport,
88291,Taped,2012-10-29,Samurai! TV,
43809,Taped,1994-02-20,Televisa Deportes,
122923,Taped,1968-05-18,,
261681,Taped,,,
18613,Live,2008-03-04,Sci Fi Channel,1.2
200082,Live,2018-06-05,AJPW.tv,
131095,Taped,2000-04-22,lokale TV Sender (USA),
97593,Taped,,Nippon TV / G+,
247692,Taped,2019-11-19,AXS TV,
18352,Taped,1986-03-15,lokale TV Sender (USA),
87156,Taped,2003-03-15,Televisa Deportes,
16601,Taped,1988-09-18,lokale TV Sender (USA),
47932,Taped,1998-08-12,lokale TV Sender (USA),
176499,Live,2017-06-04,DDTuniverse.com,
146432,Live,2016-02-02,YouTube.com,
83706,Taped,2012-07-28,Televisa Deportes,
372525,Live,2023-08-03,Dragon Gate Network,
166983,Taped,2016-12-29,POP TV,
18611,Taped,1993-08-24,SportsChannel Philadelphia,
2882,Live,1999-09-06,USA Network,4.4
144312,Taped,2016-01-07,Samurai! TV,
85620,Taped,2012-09-22,,
164443,Live,2016-11-15,NJPWWorld.com,
76923,Taped,2012-03-25,Samurai! TV,
94740,Taped,2013-04-13,lokale TV Sender (USA),
19589,Taped,1984-01-08,,
32638,Live,1991-10-05,Telecinco,
76258,Taped,2012-03-08,WWE.com,
179169,Live,2017-07-03,YouTube.com,
197394,Taped,,AJPW.tv,
72634,Taped,2011-11-26,52MX,
50074,Taped,2010-04-22,Samurai! TV,
278296,,,Samurai! TV,
160692,Taped,2016-08-31,Hulu,
47463,Taped,1997-08-22,lokale TV Sender (USA),
31420,Taped,,Gaora TV,
356308,Taped,2022-11-19,YouTube.com,
161667,Taped,2016-09-03,Televisa Deportes,
15328,Taped,,TV Asahi,
328567,Live,2021-11-26,FOX,
85057,Taped,2002-10-26,Televisa Deportes,
229062,Taped,2019-05-10,Dragon Gate Network,
17968,Taped,1994-12-11,lokale TV Sender (USA),
41630,,,,
349774,,,,
104943,Live,1977-02-19,Nippon TV,
206752,Taped,1983-11-05,,
212104,Taped,2018-12-19,WWE Network,
212775,Taped,2018-10-24,WWE Network,
57905,Taped,,TV Asahi,
143891,Taped,1977-02-12,,
113458,Live,2014-07-08,WWE Network,
362215,Taped,2023-02-22,Wrestle Universe,
3913,Taped,,MSG Network,
106909,Taped,2014-02-14,Nippon TV,
365318,Live,2024-04-06,WWE Network,
40266,Taped,2009-05-24,Gaora TV,
344210,Live,2022-07-20,TBS,
295711,Taped,2020-10-31,Fight Network,
326709,Taped,2021-10-29,lokale TV Sender (USA),
60471,Taped,2011-02-22,WWE.com,
244182,Taped,2019-10-17,DDTuniverse.com,
78283,Taped,,NET TV,
166812,Live,2016-12-25,YouTube.com,
37874,Taped,1999-05-15,TBS,1.9
343915,Live,2022-05-27,Ticketmaster Live,
176053,Taped,2017-06-12,Gaora TV,
352984,Live,2022-10-17,USA Network,
145385,,,,
18434,Taped,1982-10-30,lokale TV Sender (USA),
236193,Taped,2019-08-07,WWE Network,
11352,Taped,2003-04-26,lokale TV Sender (USA),
37402,Live,1985-11-22,PRISM Network,
13498,Taped,2000-10-06,TNN,0.6
49917,Taped,2000-08-06,Televisa Deportes,
11961,Taped,2007-03-05,lokale TV Sender (USA),
141440,Taped,1976-01-24,,
