event_id,broadcast_type,broadcast_date,tv_station_network,tv_rating
363115,Live,2023-07-08,TNT,
153069,Taped,2016-05-04,WWE Network,
333024,Live,1995-02-16,,
42888,Taped,2009-08-25,Syfy,1.2
182290,Live,2017-08-21,USA Network,
38893,Taped,1994-08-20,Televisa Deportes,
45665,Live,2009-12-18,Gaora TV,
47363,Taped,1996-09-17,lokale TV Sender (USA),
3737,Taped,2000-10-26,UPN,4.7
264482,Taped,2014-07-06,,
88905,Taped,,TV Asahi,
75885,Taped,2012-02-04,CadenaTres,
88335,Taped,,TV Asahi,
221658,Live,2019-01-27,WWE Network,
76647,Taped,1992-02-29,lokale TV Sender (USA),
145537,Taped,1989-08-04,TBS,
304206,Live,2021-02-21,Dragon Gate Network,
174102,Taped,1981-09-20,,
47359,Taped,1996-08-20,lokale TV Sender (USA),
218052,Taped,,Nippon TV,
352781,Taped,2022-09-27,FITE TV,
362608,Live,2023-03-05,Dragon Gate Network,
28222,Taped,1994-01-25,lokale TV Sender (USA),
2984,Taped,1993-11-21,USA Network,
14308,Taped,1991-06-22,lokale TV Sender (USA),
2993,Taped,2005-07-08,TNAwrestling.com,
328027,Taped,2021-11-09,YouTube.com,
2824,Live,1999-06-07,USA Network,6.7
67401,Taped,2011-08-12,Syfy,1.8
362456,Taped,2023-03-14,Reelz,
301812,Live,2021-01-30,YouTube.com,
258913,Taped,1978-01-14,lokale TV Sender (USA),
86842,Live,2012-10-25,Spike TV,1.0
221016,Taped,2019-01-22,DDTuniverse.com,
9758,Taped,1994-11-20,USA Network,
342179,Taped,2022-05-24,YouTube.com,
366053,Live,2000-08-27,USA Network,
53234,Taped,2005-05-08,Televisa Deportes,
35038,Taped,1993-01-24,Televisa Deportes,
96957,Taped,2013-06-01,Fox Sports,
328627,Taped,1991-11-23,TBS,
74272,Taped,2012-01-07,lokale TV Sender (USA),
134711,Taped,1973-01-27,,
254472,Taped,2020-02-11,YouTube.com,
133215,Taped,1972-04-23,,
91683,Taped,2013-02-02,CadenaTres,
131796,Taped,2013-04-24,Challenge TV,
100385,Taped,2013-09-06,WWE.com,
138021,Taped,2015-10-01,niconico.jp,
18215,Taped,1985-07-20,lokale TV Sender (USA),
12311,Taped,,Samurai! TV,
65006,Taped,1980-01-05,,
287534,Live,2020-09-08,USA Network,
12130,Taped,,TV Asahi,
204678,Live,2018-08-04,AJPW.tv,
62289,Taped,2011-04-13,Gaora TV,
65779,Taped,1980-08-02,,
133340,Taped,2015-07-06,YouTube.com,
111294,Taped,2014-05-23,WWE Network,
79079,Live,2012-10-28,PPV Sender,
3130,Taped,,TV Asahi,
139976,Taped,2015-11-10,Samurai! TV,
376577,Taped,2023-12-01,TNT,
149823,Taped,2016-03-26,lokale TV Sender (USA),
345546,Live,2022-08-06,NJPWWorld.com,
63716,Taped,2011-06-05,Televisa Deportes,
314420,Taped,1990-02-09,TBS,
358779,Live,2022-12-27,YouTube.com,
180398,Live,2017-07-24,YouTube.com,
380384,Taped,2002-09-14,,
89302,Taped,2012-12-12,,
158469,Taped,2016-08-07,Samurai! TV,
202380,Live,2018-07-14,DDTuniverse.com,
107867,Taped,2014-03-27,WWE Network,
82772,Taped,2012-06-30,52MX,
324429,Live,2021-09-24,Ticketmaster Live,
37440,Live,1986-01-11,NESN,
163455,Live,2016-10-31,USA Network,
201656,Live,2018-07-02,USA Network,
242703,Live,2019-09-30,niconico.jp,
59346,Taped,2011-01-20,Spike TV,1.25
336453,Taped,2022-02-16,Wrestle Universe,
100838,Taped,1995-04-16,TBS,
373052,Taped,2023-10-13,TNT,
182163,Taped,2003-04-16,Samurai! TV,
98066,Taped,2013-07-10,ion Television,
109946,Taped,1988-06-13,,
17715,Taped,1993-10-31,lokale TV Sender (USA),
96954,Taped,2013-05-18,Televisa Deportes,
60131,Taped,1991-02-16,TV Asahi,
283552,Live,2020-08-01,,
332894,Live,2022-01-01,WWE Network,
37434,Taped,1986-02-16,USA Network,
82145,Taped,2012-07-13,G+,
316115,Taped,1990-09-15,TBS,
328301,Live,2022-01-01,YouTube.com,
53730,Taped,2006-03-26,Televisa Deportes,
48390,Taped,1999-10-22,lokale TV Sender (USA),
344249,Taped,2022-06-18,Samurai! TV,
9384,Taped,2000-11-12,MTV,
96579,Taped,,Nippon TV,
15556,Taped,1992-07-25,lokale TV Sender (USA),
135947,Taped,2015-08-31,Gaora TV,
391274,Taped,2015-12-15,Challenge TV,
325324,Taped,2021-10-06,Wrestle Universe,
303844,Taped,,AMX,
202607,Taped,2018-07-24,Samurai! TV,
99274,Taped,,lokale TV Sender (USA),
1535,Taped,2005-04-01,FSN,0.2
128864,Live,2015-05-04,Samurai! TV,
97947,Taped,2013-06-29,52MX,
193042,Taped,,Nippon TV,
2818,Live,1999-04-26,USA Network,6.0
42433,Live,2009-08-07,J-SPORTS ESPN,
133803,Taped,1972-07-22,,
282459,Taped,2020-07-31,Samurai! TV,
346721,Live,2022-07-10,Wrestle Universe,
129591,Taped,2009-04-09,TNAwrestling.com,
3798,Taped,1998-05-02,Syndication,
250249,Live,2019-12-18,Samurai! TV,
275441,Live,2020-06-20,Samurai! TV,
99323,Taped,1993-01-30,TBS,
260932,Taped,2020-04-07,YouTube.com,
362820,Taped,1983-01-15,,
1970,Live,1995-12-17,,
16303,Taped,1987-01-04,lokale TV Sender (USA),
132529,Taped,2013-11-27,Challenge TV,
312378,Taped,2021-07-08,BT Sport,
241457,Taped,2019-09-29,Samurai! TV,
394363,Taped,1981-11-21,lokale TV Sender (USA),
244042,Taped,2019-10-16,DDTuniverse.com,
179737,Live,2017-07-14,Claro Sports,
343696,Taped,2022-07-14,Hulu,
102095,Taped,2013-10-12,Fox Sports,
56624,Taped,,TV Asahi,
336573,Live,2022-03-18,Samurai! TV,
157081,Taped,1977-08-20,,
172706,Live,2017-04-10,YouTube.com,
195303,Live,2018-03-10,DDTuniverse.com,
68968,Taped,2011-10-07,Gaora TV,
183071,Taped,2016-12-16,AXS TV,
292659,Live,2020-10-02,Ticketmaster Live,
59980,Taped,,Samurai! TV,
9471,Taped,2001-07-15,MTV,
317961,Live,2021-07-15,Wrestle Universe,
42468,Taped,2004-12-19,Televisa Deportes,
148744,Taped,2016-03-17,Samurai! TV,
1595,Live,1994-05-22,,
60650,Taped,,TV Asahi,
347755,Taped,1980-07-19,,
180693,Taped,2016-06-24,AXS TV,
125470,Taped,1966-04-18,,
217701,Taped,2018-12-13,Hulu,
360549,Taped,1977-01-15,lokale TV Sender (USA),
369603,Live,2023-08-26,FITE TV,
97883,Taped,2000-04-06,lokale TV Sender (USA),
34351,Live,2009-01-19,USA Network,3.9
167959,Live,2017-01-16,USA Network,
8332,Taped,2001-03-07,TBS,
288621,Taped,2020-09-16,USA Network,
309025,Taped,1978-05-20,,
376915,Live,2023-09-29,Boletia,
48407,Taped,2000-02-06,lokale TV Sender (USA),
300166,Taped,,AMX,
153761,Taped,2016-05-14,52MX,
367262,Taped,2023-05-09,YouTube.com,
158847,Live,2016-08-02,USA Network,
41818,Taped,2005-11-06,Samurai! TV,
295908,Live,2020-11-07,Samurai! TV,
28602,Taped,2008-09-28,Gaora TV,
140280,Taped,2015-11-09,USA Network,
337415,Taped,,lokale TV Sender (USA),
199800,Taped,2018-07-14,lokale TV Sender (USA),
87088,Taped,2012-11-01,WWE.com,
6738,Live,1999-09-02,TBS,1.9
23705,Taped,2008-03-17,TheSuperstation.tv,
131921,Taped,2015-06-18,Syfy,
2196,Live,2001-04-01,,
73017,Taped,2022-09-20,FITE TV,
198072,Live,2018-05-01,YouTube.com,
357410,Live,2023-01-21,FITE TV,
197883,Live,2018-04-23,YouTube.com,
46855,Taped,,TV Asahi,
83920,Taped,2001-07-07,Televisa Deportes,
378760,Taped,1989-06-30,TBS,
27016,Taped,1993-03-27,lokale TV Sender (USA),
105617,Taped,2014-02-13,Samurai! TV,
312369,Taped,2021-07-15,Hulu,
81139,Taped,1999-12-18,Televisa Deportes,
148341,Taped,,niconico.jp,
166940,Live,2017-06-18,WWE Network,
385810,Taped,2024-01-25,AXS TV,
299841,Live,2020-12-31,,
58551,Taped,2009-03-22,Televisa Deportes,
320563,Taped,2021-08-16,YouTube.com,
116726,Taped,2014-09-10,Nippon TV,
37778,Taped,2008-12-22,lokale TV Sender (USA),
239190,Taped,2019-08-30,Pursuit Channel,
28319,Taped,,TV Asahi,
4729,,,,
162945,Taped,,KPLR,
29841,Live,2008-10-23,Spike TV,1.1
354121,Live,2022-11-12,YouTube.com,
161879,Live,2017-01-04,TV Asahi,
301018,Live,2021-02-25,NJPWWorld.com,
221736,Live,2019-01-29,NJPWWorld.com,
15609,Taped,1994-04-09,lokale TV Sender (USA),
351800,Live,2022-09-18,Nippon TV,
240798,Live,2019-09-15,WWE Network,
54279,Taped,2010-07-29,Spike TV,1.2
60982,Live,2011-05-15,PPV Sender,
64699,Taped,1992-04-19,Galavision,
1907,Taped,1994-11-28,USA Network,
161604,Taped,2016-10-13,YouTube.com,
42956,Taped,2009-09-03,Spike TV,
255049,Taped,2020-07-02,BT Sport,
322629,Live,2021-09-06,Wrestle Universe,
16287,Taped,1999-06-06,Univision,
50786,,,lokale TV Sender (USA),
118535,Taped,1992-06-28,TBS,2.2
222642,Taped,2019-02-13,DDTuniverse.com,
9725,Taped,1997-09-06,TV Asahi,
102636,Taped,2013-10-26,Samurai! TV,
14560,Taped,2004-07-24,Spike TV,
110919,Live,2015-03-29,WWE Network,
33921,Taped,1993-04-17,lokale TV Sender (USA),
60515,Taped,1994-05-31,lokale TV Sender (USA),
101369,Live,2013-10-14,TV Asahi,
86545,Taped,,TV Asahi,
203253,Taped,2018-07-31,Samurai! TV,
208211,Taped,1985-06-29,lokale TV Sender (USA),
36405,Taped,2009-03-23,J-SPORTS ESPN,
49630,Taped,1999-07-25,Televisa Deportes,
7705,,,,
61274,Taped,2011-03-28,G+,
241022,Live,2019-09-17,USA Network,
306992,Live,2021-03-27,Wrestle Universe,
2852,Live,2005-06-13,Spike TV,4.0
128429,Live,2015-04-28,WWE Network,
316198,Taped,2021-06-28,YouTube.com,
175113,Taped,1982-02-07,,
139327,Live,2001-07-15,Samurai! TV,
139352,Taped,2000-11-18,lokale TV Sender (USA),
1610,Live,1995-05-21,,
325946,Taped,2021-10-05,FITE TV,
150665,Taped,1993-03-06,TBS,
51143,Taped,,TV Asahi,
123899,Taped,1995-08-12,TV Asahi,
9602,Taped,2006-12-16,Sci Fi Channel,0.9
382848,Taped,2023-12-22,FOX,
51715,Taped,2004-02-22,Televisa Deportes,
3736,Taped,2000-10-19,UPN,4.6
164012,Taped,2016-11-09,Hulu,
348043,Taped,2022-08-18,BT Sport,
332432,Live,2021-12-26,Wrestle Universe,
36293,,,lokale TV Sender (USA),
85617,Taped,2012-09-08,,
200741,Taped,2018-05-05,lokale TV Sender (USA),
197416,Live,2018-04-15,ROHWrestling.com,
2211,Live,,,
64256,Taped,2011-06-05,Teleformula,
349572,Live,2022-08-16,AJPW.tv,
163010,Live,2016-10-28,ClaroSports.com,
65089,Taped,2011-06-21,J-SPORTS ESPN,
77543,Taped,1991-02-09,,
94162,Taped,2008-08-25,Samurai! TV,
18764,,,,
43525,,,lokale TV Sender (USA),
74356,Taped,,TV Asahi,
207641,Taped,,,
51039,Taped,2010-05-08,Samurai! TV,
90210,Taped,2013-01-25,Samurai! TV,
88733,Live,2012-11-28,ion Television,
9736,Taped,,TV Asahi,
85556,Taped,1995-03-04,TV Asahi,
108358,Live,2014-04-27,PPV Sender,
224665,Taped,2019-03-01,Pursuit Channel,
159572,Taped,2016-10-02,Challenge TV,
2090,Live,1999-11-14,,
373675,Taped,1984-02-04,lokale TV Sender (USA),
102451,Taped,2014-01-30,Spike TV,
39284,Taped,2009-05-14,Spike TV,1.2
56364,Taped,1993-10-23,TBS,
6014,Taped,2006-04-09,Samurai! TV,
126980,Taped,2015-03-30,YouTube.com,
184441,Taped,2017-10-08,G+,
368074,Live,2023-06-02,FOX,
172713,Live,2017-04-07,Claro Sports,
347548,Taped,2022-07-19,FITE TV,
306429,Live,2021-03-30,NJPWWorld.com,
119110,Taped,2014-10-18,52MX,
103050,Taped,2013-11-02,52MX,
48463,Taped,2000-09-24,lokale TV Sender (USA),
1269,,,,
136937,Taped,2015-08-29,Claro Sports,
140894,Taped,1975-06-21,,
131496,Taped,2015-06-10,Hulu,
8541,Taped,1999-10-03,USA Network,3.6
155171,,,,
47451,Taped,1997-07-03,lokale TV Sender (USA),
253130,Live,2020-06-07,WWE Network,
108217,Taped,2014-03-01,CadenaTres,
12863,Taped,1992-01-04,TBS,
39976,Taped,1989-01-30,Z Channel,
38558,Taped,1999-07-17,lokale TV Sender (USA),
18265,Taped,1986-01-18,lokale TV Sender (USA),
6912,Taped,2000-05-31,TBS,2.8
94474,Taped,2013-04-12,WWE.com,
10548,Taped,2007-03-29,Spike TV,1.0
355763,Live,2022-12-11,NJPWWorld.com,
334933,Taped,2022-01-19,YouTube.com,
184801,Taped,2017-06-02,AXS TV,
214274,Taped,,,
198084,Taped,1976-03-20,lokale TV Sender (USA),
335173,Taped,1998-08-15,Syndication,
217747,Live,2018-12-11,AJPW.tv,
55264,Taped,2010-09-02,WGN,0.5
176186,Live,2017-05-31,NJPWWorld.com,
357525,Taped,2022-12-13,Wrestle Universe,
343675,Taped,2022-06-10,WWE Network,
319240,Taped,2021-07-27,FITE TV,
157980,Taped,2016-07-15,AXS TV,
96212,Taped,1984-10-06,Nippon TV,
4872,Taped,1972-02-05,lokale TV Sender (USA),
188244,Taped,2017-11-18,lokale TV Sender (USA),
320638,Live,2021-10-15,Fox Sports 1,
293843,Taped,1960-11-19,,
224728,Live,2019-04-04,FITE TV,
133327,Live,2015-07-20,NJPWWorld.com,
345543,Live,2022-07-31,NJPWWorld.com,
253604,Live,2020-02-02,DDTuniverse.com,
6705,Taped,2006-07-07,UPN,2.7
1874,Taped,,USA Network,
42334,Taped,2001-04-09,Sports-i ESPN,
342342,Live,2022-05-07,YouTube.com,
52750,Taped,,,
140085,Taped,,niconico.jp,
44022,Taped,1998-06-13,TBS,2.4
364627,Taped,1991-02-09,WGN,
252415,Taped,2020-03-05,BT Sport,
182076,Taped,2017-09-10,DragonGateStudio.com,
352582,Live,2022-10-01,BS-SPTV,
13990,Taped,,,
219695,Live,2018-12-28,Marca,
302303,Taped,2021-03-19,WWE Network,
306470,Taped,2021-03-24,Wrestle Universe,
8044,,,,
94420,Taped,2013-04-13,Televisa Deportes,
327648,Live,2021-10-24,Dragon Gate Network,
128764,Taped,1969-08-16,,
19572,Taped,1993-12-11,lokale TV Sender (USA),
319510,Live,2021-07-30,BOOYAH! Latam,
123717,Taped,1965-07-03,,
113724,Live,2014-07-15,WWE Network,
47042,Taped,1995-10-21,Televisa Deportes,
125602,Taped,1966-06-06,,
111227,Taped,2014-05-16,WWE Network,
81828,Taped,2012-07-08,Televisa Deportes,
140348,,,,
15729,Taped,1995-11-04,lokale TV Sender (USA),
314445,Taped,2021-06-10,Wrestle Universe,
188277,Taped,2017-12-16,Samurai! TV,
112009,Taped,2014-05-31,Fox Sports,
106692,Taped,1997-09-13,TBS,
341726,Live,2022-05-21,NJPWWorld.com,
15312,Live,2007-12-09,Gaora TV / TV Tokyo,
145467,Live,2016-01-18,,
95751,Taped,2005-05-14,Televisa Deportes,
40191,Taped,2009-06-12,MyNetworkTV,1.8
110660,Live,2014-06-01,nicovideo.jp,
162676,Live,2017-04-01,WWNLive.com,
84314,Taped,2002-01-12,Televisa Deportes,
358603,Live,2022-12-27,Wrestle Universe,
303170,Taped,2021-02-06,Fight Network,
20766,Taped,,Gaora TV,
81583,Taped,1999-02-06,MTV,
267430,Taped,2020-05-25,USA Network,
80396,Live,2012-05-27,Gaora TV,
351173,Taped,2022-09-12,YouTube.com,
132092,Taped,1971-06-12,,
3331,Taped,2005-08-12,Samurai! TV,
173118,Live,2017-04-21,Claro Sports,
134856,Taped,2015-07-30,Syfy,
169072,Live,2017-02-07,WWE Network,
89419,Taped,2012-12-10,,
169140,Live,2017-01-23,YouTube.com,
385940,Live,2024-03-02,TrillerTV,
45947,Taped,1994-12-04,Televisa Deportes,
88454,Taped,2012-11-10,CadenaTres,
12503,Live,,TBS,
331645,Live,2021-12-15,Dragon Gate Network,
328428,Taped,2021-11-14,ROHWrestling.com,
135163,Live,2015-06-26,AXS TV,
224812,Taped,2019-03-06,DDTuniverse.com,
158812,Live,2016-08-04,niconico.jp,
9755,Taped,,TV Asahi,
6240,Taped,1998-07-02,TBS,
357994,Taped,2022-12-17,NJPWWorld.com,
309217,Taped,2021-05-20,BT Sport,
97888,Taped,2000-04-27,lokale TV Sender (USA),
36235,,,lokale TV Sender (USA),
228160,Taped,2019-04-10,WWE Network,
206760,Taped,1983-10-08,,
220151,Live,2019-01-05,NJPWWorld.com,
214375,Taped,2018-11-03,FITE TV,
315555,Taped,1990-07-15,TBS,
222792,Live,2019-02-11,USA Network,
169224,Taped,2017-02-09,Hulu,
140361,Live,2015-11-29,NJPWWorld.com,
107664,Taped,2013-04-09,Challenge TV,
372786,Live,2023-09-30,TNT,
225995,Live,2019-03-11,YouTube.com,
203867,Taped,2018-10-31,WWE Network,
8727,Taped,2006-11-07,Sci Fi Channel,1.5
28738,Live,,Sci Fi Channel,1.1
345538,Live,2022-07-24,Samurai! TV,
14399,Taped,1991-08-31,lokale TV Sender (USA),
341837,Taped,1986-12-14,ESPN,
18030,Taped,1994-02-27,TBS,
120200,Live,2014-11-12,Samurai! TV,
65773,Taped,1980-08-02,,
34991,Taped,1992-09-20,Televisa Deportes,
121745,Taped,1965-04-20,,
45404,,,,
182366,Live,2017-08-22,YouTube.com,
353695,Live,2022-10-16,Abema TV / Wrestle Universe,
90124,Live,2013-01-10,Spike TV,1.0
43350,Taped,2001-06-24,Samurai! TV,
6985,Taped,2000-07-05,TBS,2.3
329868,Taped,2022-01-04,FITE TV,
87859,Taped,2012-11-15,Spike TV,1.1
337158,Live,2022-05-27,TNT,
366348,Taped,2023-05-02,Reelz,
205615,Live,2018-09-21,Twitch.tv,
196310,Live,2018-03-26,YouTube.com,
325189,Live,2021-10-18,TV Asahi,
35861,Taped,2009-02-24,Sci Fi Channel,
153175,Live,2016-05-09,YouTube.com,
105074,Taped,2013-12-14,lokale TV Sender (USA),
315475,Taped,1990-07-07,,
10157,Taped,2007-02-15,Spike TV,0.6
284299,Taped,2020-08-07,lokale TV Sender (USA),
2958,Live,1998-03-16,TNT,5.6
6431,Live,2006-06-02,UPN,2.4
121460,Taped,2014-12-15,USA Network,
300163,Taped,,AMX,
16432,Taped,1987-10-25,lokale TV Sender (USA),
181549,Live,2017-08-13,TV Asahi,
47090,Taped,2010-02-15,Gaora TV,
366016,Taped,2023-04-29,YouTube.com,
43949,,,,
29523,Live,2008-10-14,Sci Fi Channel,
135372,Live,2015-08-18,Samurai! TV,
368397,Taped,2023-06-07,Wrestle Universe,
121187,,,,
213743,Live,2018-11-01,NJPWWorld.com,
52832,Taped,2004-11-14,Televisa Deportes,
89983,Live,1984-03-03,lokale TV Sender (USA),
182087,Taped,2002-09-14,Samurai! TV,
23081,Taped,,Nippon TV,
57551,Taped,1987-11-12,USA Network,
70950,Taped,,TV Asahi,
98191,Taped,2012-11-14,TVC Deportes,
197665,Taped,1992-04-18,lokale TV Sender (USA),
16133,Taped,,Samurai! TV,
355500,Taped,2022-11-11,TNT,
379156,Taped,1978-08-19,lokale TV Sender (USA),
182526,Taped,2003-10-06,Samurai! TV,
141021,Taped,1975-09-13,,
27106,Taped,1984-02-25,Nippon TV,
311557,Taped,2021-05-11,YouTube.com,
11609,Taped,2004-08-14,lokale TV Sender (USA),
2080,Taped,1999-09-23,UPN,4.3
198029,Live,2018-05-01,USA Network,
382108,Taped,2023-12-02,Space,
16187,Taped,2001-08-11,lokale TV Sender (USA),
242461,Live,2019-09-29,DDTuniverse.com,
93056,Taped,2013-02-16,Televisa Deportes,
182741,Taped,2005-04-06,Samurai! TV,
131920,Taped,2015-06-17,Hulu,
139977,Taped,2015-11-05,Syfy,
66770,Taped,,TV Asahi,
161915,Taped,1978-09-30,,
182669,Taped,2004-07-12,Samurai! TV,
233124,Taped,2019-06-22,Fight Network,
134926,Live,2015-11-07,NJPWWorld.com,
88959,Taped,2004-03-13,Galavision,
216614,Taped,2018-11-28,WWE Network,
346622,Taped,2022-07-07,AXS TV,
193884,Live,2018-02-20,YouTube.com,
112902,Taped,1995-11-05,TBS,
116172,Taped,2014-08-16,CadenaTres,
19875,Taped,1999-11-27,TBS,1.6
140799,Taped,2015-12-05,Televisa Deportes,
4077,Live,1996-08-12,TNT,3.3
105218,Live,2013-12-22,Ustream.tv,
66242,Taped,,Samurai! TV,
165832,Taped,,niconico.jp,
215819,Live,2018-11-20,Facebook.com,
292249,Taped,2020-09-19,Fight Network,
343317,Taped,1981-02-28,Syndication,
100681,Taped,,Nippon TV,
135239,Taped,2015-08-18,Samurai! TV,
356403,Live,2022-12-16,FOX,
72054,Taped,2011-12-10,Televisa Deportes,
308788,Live,1956-09-22,,
84130,Taped,2012-08-27,G+,
269673,Taped,2020-05-16,Fight Network,
69814,Taped,2011-10-03,Samurai! TV,
12462,Taped,1992-03-07,TBS,
206755,Taped,1983-09-17,,
83517,Live,1988-08-06,NESN,
210482,Taped,2018-10-03,DDTuniverse.com,
353578,Taped,2022-10-13,AXS TV,
200595,Live,2018-06-17,NJPWWorld.com,
359748,Live,2023-01-13,Wrestle Universe,
38278,Taped,1999-06-12,TBS,1.7
360611,Taped,2023-02-16,Hulu,
132442,Taped,2014-01-01,Challenge TV,
139366,Live,2015-10-23,ClaroSports.com,
16852,Taped,2008-02-21,,
6913,Taped,2000-06-07,TBS,2.5
19491,Taped,2008-03-28,The CW,2.3
384709,Live,2024-01-05,Boletia,
37039,Taped,1994-06-13,USA Network,
331601,Live,2022-01-20,AbemaTV,
238299,Taped,2019-09-01,Samurai! TV,
47865,Taped,1996-11-24,Televisa Deportes,
286654,Live,2020-08-27,AbemaTV,
59760,Taped,,Samurai! TV,
98316,Taped,2013-07-19,WWE.com,
136880,Live,2015-09-09,niconico.jp,
55712,Taped,2010-09-17,MyNetworkTV,
18125,Taped,2000-11-04,Gaora TV,
133330,Live,2015-07-24,Samurai! TV,
47333,Taped,1996-04-30,lokale TV Sender (USA),
74273,Taped,2012-01-14,lokale TV Sender (USA),
139225,Taped,1974-08-31,,
47473,Taped,1997-10-18,lokale TV Sender (USA),
141079,Live,2016-02-20,NJPWWorld.com,
9791,Taped,2002-02-04,Samurai! TV,
1267,,,,
236037,Taped,2019-08-02,Pursuit Channel,
48015,Taped,2010-02-16,Samurai! TV,
122925,Taped,1968-05-25,,
1253,,,,
304207,Live,2021-02-23,Dragon Gate Network,
188663,Taped,2017-12-07,Fight Network,
77413,Taped,2012-04-06,Syfy,1.9
355515,Taped,2022-11-10,AXS TV,
369483,Live,2023-06-25,niconico.jp,
293515,Live,2020-10-19,USA Network,
12693,Taped,2007-07-27,WWE.com,
172083,Live,2017-04-08,DDTuniverse.com,
312388,Live,2021-07-06,USA Network,
271440,Taped,2001-08-15,Samurai! TV,
183285,Live,2017-09-05,USA Network,
371101,Live,2023-07-16,AJPW.tv,
333493,Live,2022-01-05,Wrestle Universe,
169555,Taped,2017-02-25,niconico.jp,
236415,Taped,2019-08-13,DDTuniverse.com,
225443,Live,2019-03-08,NJPWWorld.com,
323849,Taped,1992-12-06,TBS,
9388,Taped,2000-12-03,MTV,
371495,Live,2023-07-22,Dragon Gate Network,
326932,Live,2022-04-02,WWE Network,
207848,Taped,,,
343735,Live,2022-05-25,AJPW.tv,
8456,Live,1999-05-09,USA Network,
152704,Live,2016-05-05,niconico.jp / GAORA TV,
41998,Taped,2002-03-15,NJ / IWTV Internet,
137948,Taped,1974-04-27,,
59781,Taped,2011-02-01,WWE.com,
179688,Taped,1984-08-12,,
8391,Taped,,SXW,
97755,Live,2013-08-10,TV Asahi 2,
37498,Taped,2013-03-04,lokale TV Sender (USA),
132188,Taped,1971-07-10,,
78946,Taped,2012-04-25,lokale TV Sender (USA),
229697,Live,2019-04-28,DDTuniverse.com,
376576,Live,2023-11-29,TBS,
127192,Live,2015-04-30,NJPWWorld.com,
216065,Live,2018-11-21,YouTube.com,
355011,Live,2022-11-22,USA Network,
42018,Taped,2002-04-22,Sports-i ESPN,
256629,Taped,2020-03-03,YouTube.com,
143754,Taped,1977-01-01,,
301025,Live,2021-03-09,NJPWWorld.com,
129452,Taped,2010-02-19,TNAwrestling.com,
8872,Taped,2000-02-13,USA Network,3.36
339845,Taped,2022-05-12,BT Sport,
197470,Taped,2018-06-10,Dragon Gate Network,
50640,Taped,1991-07-27,TV Asahi,
129494,Taped,2009-12-18,TNAwrestling.com,
48577,Taped,1997-03-24,Televisa Deportes,
152668,Live,2016-05-02,DragonGateStudio.com,
11590,Taped,,TV Asahi,
37869,Taped,1999-05-01,lokale TV Sender (USA),
158244,Live,2016-07-19,YouTube.com,
149433,Taped,2016-03-22,POP TV,
58314,Live,2000-12-15,,
97714,Taped,2013-08-17,Televisa Deportes,
78247,Taped,1996-05-18,Televisa Deportes,
198237,Live,2018-05-05,Samurai! TV,
355755,Live,2022-11-30,NJPWWorld.com,
6395,Taped,2006-05-11,Spike TV,1.0
91363,Taped,2013-02-13,Gaora TV,
83355,Taped,2012-08-10,Syfy,1.9
313966,Live,2021-07-28,TNT,
52773,Taped,2004-08-29,Televisa Deportes,
41733,Taped,,TV Asahi,
164202,Live,2016-11-11,ClaroSports.com,
159269,Taped,2016-08-20,Samurai! TV,
24096,Taped,,Samurai! TV,
15777,Taped,1996-09-22,USA Network,
136933,Taped,2015-08-22,CadenaTres,
162286,Live,2016-10-09,niconico.jp,
347009,Taped,2022-07-22,TNT,
105870,Taped,2014-01-08,ion Television,
161083,Taped,2016-09-17,lokale TV Sender (USA),
59542,Taped,2011-01-23,Samurai! TV,
138697,Taped,1974-05-18,,
98212,Taped,2013-05-15,TVC Deportes,
123659,Taped,2015-01-21,WWE Network,
350300,Taped,2022-09-16,WWE Network,
44030,Taped,1994-07-31,Televisa Deportes,
77399,Live,2012-04-02,USA Network,3.4
16923,Taped,1990-03-25,lokale TV Sender (USA),
126104,Taped,2015-03-11,Hulu,
89695,Taped,2012-12-29,lokale TV Sender (USA),
16635,Taped,1989-01-22,lokale TV Sender (USA),
292661,Live,2020-10-03,MVS TV,
1217,,,,
79272,Taped,,Samurai! TV,
62612,,,,
106612,Live,2014-08-10,TV Asahi,
147303,Taped,1984-04-14,,
272527,Taped,1990-06-25,,
14270,Taped,1999-09-25,lokale TV Sender (USA),
137894,Taped,2015-09-25,WWE Network,
2238,Live,2001-11-05,TNN,3.9
4371,Live,2000-04-10,TNT,3.1
354408,Taped,2022-11-10,AXS TV,
48196,Live,2010-02-14,TV Asahi,
232176,Taped,2019-08-07,WWE Network,
39965,Live,1987-02-14,PRISM Network,
335555,Live,2022-04-20,TBS,
220153,Taped,2019-01-12,niconico.jp,
